RootID,Self-assessment,Root,mnemonics,"all derivativies ( Formula column, do not edit)",me- group,me -- kan,ber-,per- group,di-,ter-,ke-,-nya,-kan,se-,idion,peribahasa,Gabungan,synonym,turunan,#N/A,Spelling_L1,OtherLang,Level_LCC_L1,Level_OS_L1,Level_AKD_L1,CEFR,Root wihtout meaning,chatGPT-Find derivaties,kbbi url,wikitonary,word in original language,#N/A,#N/A
74,,daripada,,"daripada -      (p) than; from; of; instead of


",daripada -      (p) than; from; of; instead of,,,,,,,,,,,,,,,,BK,NotE,1000,1000,2000,A0,daripada,Can you list all derivatives of the Indonesian root word daripada,https://kbbi.kemdikbud.go.id/entri/daripada,https://en.wiktionary.org/wiki/daripada#Indonesian,,,
75,,sila -      (v) invite; ask; request; (v) sit with f...,,"mempersilakan -      (v) request; ask politely; invite
silakan -      non-standard spelling (please)
",mempersilakan -      (v) request; ask politely; invite,,,,,,,,silakan -      non-standard spelling (please),,,,,,,,TB,NotE,3000,1000,8000,A0,sila,Can you list all derivatives of the Indonesian root word sila,https://kbbi.kemdikbud.go.id/entri/sila,https://en.wiktionary.org/wiki/sila#Indonesian,,,
76,,berapa -      how many,,"seberapa -      (q) how many exactly; (adv) as many as; ...
",,,,,,,,,,seberapa -      (q) how many exactly; (adv) as many as; ...,,,,,,,BK,NotE,2000,1000,2000,A0,berapa,Can you list all derivatives of the Indonesian root word berapa,https://kbbi.kemdikbud.go.id/entri/berapa,https://en.wiktionary.org/wiki/berapa#Indonesian,,,
77,0,mengapa -      why (formal),,"

",,,,,,,,,,,,,,,,,BK,NotE,2000,1000,2000,A0,mengapa,Can you list all derivatives of the Indonesian root word mengapa,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
78,,tolong -      please (asking for help etc.); (v) help;...,,"menolong -      (v) help; assist; aid; rescue
pertolongan -      (n) help; assistance; aid; rescue; relie...
",menolong -      (v) help; assist; aid; rescue,,,pertolongan -      (n) help; assistance; aid; rescue; relie...,,,,,,,,,,,,,BK,NotE,4000,1000,5000,A0,tolong,Can you list all derivatives of the Indonesian root word tolong,https://kbbi.kemdikbud.go.id/entri/tolong,https://en.wiktionary.org/wiki/tolong#Indonesian,,,
79,,kenapa -      why,,"kenapa-kenapa -      (p) a word to express concern about unex...

",kenapa-kenapa -      (p) a word to express concern about unex...,,,,,,,,,,,,,,,,BK,NotE,2000,1000,2000,A0,kenapa,Can you list all derivatives of the Indonesian root word kenapa,https://kbbi.kemdikbud.go.id/entri/kenapa,https://en.wiktionary.org/wiki/kenapa#Indonesian,,,
80,,kapan -      when,,"kapan-kapan -      (adv) sometime; anytime; whenever

",,kapan-kapan -      (adv) sometime; anytime; whenever,,,,,,,,,,,,,,,BK,NotE,2000,1000,2000,A0,kapan,Can you list all derivatives of the Indonesian root word kapan,https://kbbi.kemdikbud.go.id/entri/kapan,https://en.wiktionary.org/wiki/kapan#Indonesian,,,
81,,mari -      (p) come here; come on; let's go; go ahe...,,"

",,,,,,,,,,,,,,,,,BK,NotE,4000,1000,3000,A0,mari,Can you list all derivatives of the Indonesian root word mari,https://kbbi.kemdikbud.go.id/entri/mari,https://en.wiktionary.org/wiki/mari#Indonesian,,,
82,,"iya -      (p) yes; formal form of ""ya""",,"

",,,,,,,,,,,,,,,,,BK,NotE,6000,1000,5000,A0,iya,Can you list all derivatives of the Indonesian root word iya,https://kbbi.kemdikbud.go.id/entri/iya,https://en.wiktionary.org/wiki/iya#Indonesian,,,
83,,ayo -      (p) come on; come with; please do; let's...,,"

",,,,,,,,,,,,,,,,,BK,NotE,8000,1000,11000,A0,ayo,Can you list all derivatives of the Indonesian root word ayo,https://kbbi.kemdikbud.go.id/entri/ayo,https://en.wiktionary.org/wiki/ayo#Indonesian,,,
84,,"jadi -      (v) become; (conj) therefore, as a resul...",,"menjadi -      (v) become
terjadi -      (v pass) happen; caused by (someone/some...
",menjadi -      (v) become,terjadi -      (v pass) happen; caused by (someone/some...,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,jadi,Can you list all derivatives of the Indonesian root word jadi,https://kbbi.kemdikbud.go.id/entri/jadi,https://en.wiktionary.org/wiki/jadi#Indonesian,,,
85,,sebut,,"tersebut -      (v pass) aforementioned
menyebut -      (v pass) be called; said; referred to; s...
menyebutkan -      (v) mention; name; say; cite; refer to; ...
",tersebut -      (v pass) aforementioned,menyebut -      (v pass) be called; said; referred to; s...,,,menyebutkan -      (v) mention; name; say; cite; refer to; ...,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,sebut,Can you list all derivatives of the Indonesian root word sebut,https://kbbi.kemdikbud.go.id/entri/sebut,https://en.wiktionary.org/wiki/sebut#Indonesian,,,
86,0,orang -      (n) person; human being,,"seseorang -      (n) someone
",,,,,seseorang -      (n) someone,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,orang,Can you list all derivatives of the Indonesian root word orang,https://kbbi.kemdikbud.go.id/entri/orang,https://en.wiktionary.org/wiki/orang#Indonesian,,,
87,,kata -      (n) word; term; saying; phrase; remark; ...,,"mengatakan -      (v) say; tell; express; state; announce;...
berkata -      (v) say; speak; tell; talk
",mengatakan -      (v) say; tell; express; state; announce;...,,berkata -      (v) say; speak; tell; talk,,,,,,,,,,,,,,BK,SAN,1000,1000,1000,A1L,kata,Can you list all derivatives of the Indonesian root word kata,https://kbbi.kemdikbud.go.id/entri/kata,https://en.wiktionary.org/wiki/kata#Indonesian,,,
88,,laku,,"melakukan -      (v) do; execute; implement; carry out; p...
pelaku -      (n) doer; actor; performer; agent
berlaku -      (v) apply; be valid; entitled; effective...
",melakukan -      (v) do; execute; implement; carry out; p...,pelaku -      (n) doer; actor; performer; agent,berlaku -      (v) apply; be valid; entitled; effective...,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,laku,Can you list all derivatives of the Indonesian root word laku,https://kbbi.kemdikbud.go.id/entri/laku,https://en.wiktionary.org/wiki/laku#Indonesian,,,
89,,lain -      (adj) other; different; disparate; disti...,,"melainkan -      (p) but; on the contrary; on the other h...
selain -      (adv) in addition to; besides; other tha...
",,melainkan -      (p) but; on the contrary; on the other h...,,,,,,,,selain -      (adv) in addition to; besides; other tha...,,,,,,,BK,NotE,1000,1000,1000,A1L,lain,Can you list all derivatives of the Indonesian root word lain,https://kbbi.kemdikbud.go.id/entri/lain,https://en.wiktionary.org/wiki/lain#Indonesian,,,
90,,tahun -      (n) year; years old; (v) plant and culti...,,"tahunan -      (adj) yearly; annually; annual
setahun -      (n) one year
",tahunan -      (adj) yearly; annually; annual,,,,,,,,,setahun -      (n) one year,,,,,,,BK,NotE,1000,1000,1000,A1L,tahun,Can you list all derivatives of the Indonesian root word tahun,https://kbbi.kemdikbud.go.id/entri/tahun,https://en.wiktionary.org/wiki/tahun#Indonesian,,,
91,,lalu -      (v) pass; go by; (adj) past; last; (adv)...,,"melalui -      (v) (p) through; via; by way of
selalu -      always
",,melalui -      (v) (p) through; via; by way of,,,,,,,,selalu -      always,,,,,,,BK,NotE,1000,1000,1000,A1L,lalu,Can you list all derivatives of the Indonesian root word lalu,https://kbbi.kemdikbud.go.id/entri/lalu,https://en.wiktionary.org/wiki/lalu#Indonesian,,,
92,,satu -      one,,"satuan -      (n) unit
satu-satunya -      (adv) the only one; only one
",satuan -      (n) unit,satu-satunya -      (adv) the only one; only one,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,satu,Can you list all derivatives of the Indonesian root word satu,https://kbbi.kemdikbud.go.id/entri/satu,https://en.wiktionary.org/wiki/satu#Indonesian,,,
93,,baik -      (adj) good; nice; great,,"memperbaiki -      (v) repair; correct; rectify; restore; r...
terbaik -      (adj) best; greatest (the most + good)
",memperbaiki -      (v) repair; correct; rectify; restore; r...,,,,,terbaik -      (adj) best; greatest (the most + good),,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,baik,Can you list all derivatives of the Indonesian root word baik,https://kbbi.kemdikbud.go.id/entri/baik,https://en.wiktionary.org/wiki/baik#Indonesian,,,
94,,guna,,"menggunakan -      (v) use; utilize
penggunaan -      (n) utilizing; consuming; using; applyin...
pengguna -      (n) user; consumer
",menggunakan -      (v) use; utilize,penggunaan -      (n) utilizing; consuming; using; applyin...,,pengguna -      (n) user; consumer,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,guna,Can you list all derivatives of the Indonesian root word guna,https://kbbi.kemdikbud.go.id/entri/guna,https://en.wiktionary.org/wiki/guna#Indonesian,,,
95,,kerja -      (n) work; labor; job; activity; exertion...,,"bekerja -      (v) work; labor; operate something
pekerjaan -      (n) job; occupation; task; project; acti...
",,bekerja -      (v) work; labor; operate something,,,pekerjaan -      (n) job; occupation; task; project; acti...,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,kerja,Can you list all derivatives of the Indonesian root word kerja,https://kbbi.kemdikbud.go.id/entri/kerja,https://en.wiktionary.org/wiki/kerja#Indonesian,,,
96,,hingga -      (p) until; up to; as far as; (n) limit; ...,,"terhingga -      (v pass) limited; restricted; confined
sehingga -      (conj) so that clause; with the result
",,,,,,terhingga -      (v pass) limited; restricted; confined,,,,sehingga -      (conj) so that clause; with the result,,,,,,,BK,NotE,1000,1000,1000,A1L,hingga,Can you list all derivatives of the Indonesian root word hingga,https://kbbi.kemdikbud.go.id/entri/hingga,https://en.wiktionary.org/wiki/hingga#Indonesian,,,
97,,dua -      two,,"berdua -      (v) be (two) together
kedua -      (adj) second; (adj) both
",,,berdua -      (v) be (two) together,,,,kedua -      (adj) second; (adj) both,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,dua,Can you list all derivatives of the Indonesian root word dua,https://kbbi.kemdikbud.go.id/entri/dua,https://en.wiktionary.org/wiki/dua#Indonesian,,,
98,,milik -      (n) possession; property; ownership,,"memiliki -      (v) have; own
pemilik -      (n) owner
",memiliki -      (v) have; own,,,pemilik -      (n) owner,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,milik,Can you list all derivatives of the Indonesian root word milik,https://kbbi.kemdikbud.go.id/entri/milik,https://en.wiktionary.org/wiki/milik#Indonesian,,,
99,,besar -      (adj) large; big,,"besaran -      (n) extent; size; magnitude; amount; qua...
membesarkan -      (v) enlarge; enhance; make bigger; aggra...
",besaran -      (n) extent; size; magnitude; amount; qua...,membesarkan -      (v) enlarge; enhance; make bigger; aggra...,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,besar,Can you list all derivatives of the Indonesian root word besar,https://kbbi.kemdikbud.go.id/entri/besar,https://en.wiktionary.org/wiki/besar#Indonesian,,,
100,,buat -      (p) for; (v) do; act; make,,"membuat -      (v) do; act; make
pembuatan -      (n) process of making something; product...
",membuat -      (v) do; act; make,,,pembuatan -      (n) process of making something; product...,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,buat,Can you list all derivatives of the Indonesian root word buat,https://kbbi.kemdikbud.go.id/entri/buat,https://en.wiktionary.org/wiki/buat#Indonesian,,,
101,,rupa,,"merupakan -      (v) is; appear to be; shape; constitute
berupa -      (v) have a shape; having a form; (v) rep...
serupa -      (adv) similar; alike; like; identical; u...
",merupakan -      (v) is; appear to be; shape; constitute,,berupa -      (v) have a shape; having a form; (v) rep...,,,,,,,serupa -      (adv) similar; alike; like; identical; u...,,,,,,,BK,NotE,1000,1000,1000,A1L,rupa,Can you list all derivatives of the Indonesian root word rupa,https://kbbi.kemdikbud.go.id/entri/rupa,https://en.wiktionary.org/wiki/rupa#Indonesian,,,
102,,beri,,"memberikan -      (v) give; give away; hand over; confer; ...
memberi -      (v) give; offer; bestow; grant
pemberian -      (n) gift; present; donation; presentatio...
",memberikan -      (v) give; give away; hand over; confer; ...,memberi -      (v) give; offer; bestow; grant,,pemberian -      (n) gift; present; donation; presentatio...,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,beri,Can you list all derivatives of the Indonesian root word beri,https://kbbi.kemdikbud.go.id/entri/beri,https://en.wiktionary.org/wiki/beri#Indonesian,,,
103,0,hanya -      only; just,,"

",,,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,hanya,Can you list all derivatives of the Indonesian root word hanya,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
104,,jalan -      (n) street; road; path; way; course; jou...,,"berjalan -      (v) walk; go for a walk; proceed; travel...
perjalanan -      (n) excursion; trip
",,,berjalan -      (v) walk; go for a walk; proceed; travel...,perjalanan -      (n) excursion; trip,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,jalan,Can you list all derivatives of the Indonesian root word jalan,https://kbbi.kemdikbud.go.id/entri/jalan,https://en.wiktionary.org/wiki/jalan#Indonesian,,,
105,,sama -      same,,"bersama -      (adv) together; with someone; at the sam...
sesama -      (n) fellow worker; peer; someone of the ...
",,,bersama -      (adv) together; with someone; at the sam...,,,,,,,sesama -      (n) fellow worker; peer; someone of the ...,,,,,,,BK,NotE,1000,1000,1000,A1L,sama,Can you list all derivatives of the Indonesian root word sama,https://kbbi.kemdikbud.go.id/entri/sama,https://en.wiktionary.org/wiki/sama#Indonesian,,,
106,0,hal -      (n) thing; situation; circumstance; cond...,,"

",,,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,hal,Can you list all derivatives of the Indonesian root word hal,https://kbbi.kemdikbud.go.id/entri/,https://en.wiktionary.org/wiki/#Indonesian,,,
107,,baru -      (adj) new; fresh; recent; novel; (adj) o...,,"baru-baru -      (adv) lately; recently; newly
terbaru -      (adj) newest; most recent
",baru-baru -      (adv) lately; recently; newly,,,,,terbaru -      (adj) newest; most recent,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,baru,Can you list all derivatives of the Indonesian root word baru,https://kbbi.kemdikbud.go.id/entri/baru,https://en.wiktionary.org/wiki/baru#Indonesian,,,
108,,sangat -      (adv) very; exceedingly; critical; serio...,,"sangat-sangat -      (adv) very much; (adj) serious; importan...

",sangat-sangat -      (adv) very much; (adj) serious; importan...,,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,sangat,Can you list all derivatives of the Indonesian root word sangat,https://kbbi.kemdikbud.go.id/entri/sangat,https://en.wiktionary.org/wiki/sangat#Indonesian,,,
109,,hari -      (n) day,,"sehari-hari -      (adj) daily; each day; every day
sehari -      (n) a day
",,,sehari-hari -      (adj) daily; each day; every day,,,,,,,sehari -      (n) a day,,,,,,,BK,NotE,1000,1000,1000,A1L,hari,Can you list all derivatives of the Indonesian root word hari,https://kbbi.kemdikbud.go.id/entri/hari,https://en.wiktionary.org/wiki/hari#Indonesian,,,
110,,masih,,"masih -      (adv) still; yet; as yet; even though
semasih -      (adv) when; at the time

",masih -      (adv) still; yet; as yet; even though,semasih -      (adv) when; at the time,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,masih,Can you list all derivatives of the Indonesian root word masih,https://kbbi.kemdikbud.go.id/entri/masih,https://en.wiktionary.org/wiki/masih#Indonesian,,,
111,,rumah,,"rumah -      (n) house; abode; dwelling place; buildi...
perumahan -      (n) lodging; housing; accommodation
rumahan -      (n) housing; casing; case; cage; box (in...
",rumah -      (n) house; abode; dwelling place; buildi...,perumahan -      (n) lodging; housing; accommodation,,,rumahan -      (n) housing; casing; case; cage; box (in...,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,rumah,Can you list all derivatives of the Indonesian root word rumah,https://kbbi.kemdikbud.go.id/entri/rumah,https://en.wiktionary.org/wiki/rumah#Indonesian,,,
112,,kali,,"kali -      (n) time; opportunity
sekali -      (adv) very (= sangat); one time (= satu ...
sekaligus -      (adv) all at once; simultaneous; concurr...
",kali -      (n) time; opportunity,sekali -      (adv) very (= sangat); one time (= satu ...,,,sekaligus -      (adv) all at once; simultaneous; concurr...,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,kali,Can you list all derivatives of the Indonesian root word kali,https://kbbi.kemdikbud.go.id/entri/kali,https://en.wiktionary.org/wiki/kali#Indonesian,,,
113,,hadap,,"terharap -      (p) regarding; concerning; with respect ...
menghadapi -      (v) face (issue etc.); confront
hadapan -      (n) front; fore; facade; a coming before
",terharap -      (p) regarding; concerning; with respect ...,menghadapi -      (v) face (issue etc.); confront,,,hadapan -      (n) front; fore; facade; a coming before,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,hadap,Can you list all derivatives of the Indonesian root word hadap,https://kbbi.kemdikbud.go.id/entri/hadap,https://en.wiktionary.org/wiki/hadap#Indonesian,,,
114,,diri -      (v) stand up; build; found; (adj) onesel...,,"berdiri -      (v) stand; get up; arise; rise; exist
terdiri -      (v pass) established; existed; consisted...
",,,berdiri -      (v) stand; get up; arise; rise; exist,,,terdiri -      (v pass) established; existed; consisted...,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,diri,Can you list all derivatives of the Indonesian root word diri,https://kbbi.kemdikbud.go.id/entri/diri,https://en.wiktionary.org/wiki/diri#Indonesian,,,
115,0,namun -      (conj) however,,"

",,,,,,,,,,,,,,,,,BK,NotE,1000,1000,1000,A1L,namun,Can you list all derivatives of the Indonesian root word namun,https://kbbi.kemdikbud.go.id/entri/namun,https://en.wiktionary.org/wiki/namun#Indonesian,,,
